0,1,2,3,4
Standard,Disclosure,Reference,Additional information and reasons,External audit*
2-24,Embedding policy commitments,"7 SR . Sustainable corporate governance . Policies, standards and principles 7 SR . Sustainable corporate governance . Risk and opportunity management
:selected: :selected:",,"partially, NFD"
,,"7 SR . Integrity and compliance . Organisation and areas of responsibility
:selected:",,
,,"7 SR . Integrity and compliance . Integrity Code and corporate principles
:selected:",,
,,"7 SR . Data responsibility . Internal regulations on data compliance
:selected:",,
,,"7 SR . Climate protection . Responsibilities and data transparency
:selected:",,
,,"7 SR . Climate protection . Sustainable transformation at the suppliers
:selected:",,
,,"7 SR . Climate protection . Environmental and energy management systems
:selected:",,
,,"71 SR . Climate protection . Responsibilities and organisation
:selected:",,
,,"71 SR . Climate protection . Purchase of green electricity and expansion of renewable energies 71 SR . Resource conservation . Group-wide resource management
:selected: :selected:",,
,,"7 SR . People . The personnel strategy of the Mercedes-Benz Group 7 SR . People . Firmly establishing working and social standards 7] SR . People . Organisation and agreements 71 SR . People . Diversity as a success factor 7 SR . People . Strategic areas of action 7 SR . People . Management of diversity and inclusion at the Group 71 SR . People . Requirements and policies 7SR . Human Rights . Obligation and mission 7SR . Human Rights . Organisational embedding 71 SR . Corporate citizenship . Extensive commitment - from donations to corporate volunteering DAR > Non-Financial Declaration
:selected: :selected: :selected: :selected: :selected: :selected: :selected: :selected: :selected: :selected: :selected:",,
