0,1,2,3,4
Standard,Disclosure,Reference,Additional information and reasons,External audit*
2-23,Policy commitments,"7 SR . Sustainable corporate governance . Policies, standards and principles
:selected:",,"partially, NFD"
,,"71 SR . Sustainable corporate governance . Risk and opportunity management
:selected:",,
,,"7 SR . Integrity and compliance . Organisation and areas of responsibility
:selected:",,
,,"7SR . Integrity and compliance . Integrity Code and corporate principles
:selected:",,
,,"7 SR . Data responsibility . Internal regulations on data compliance
:selected:",,
,,"71 SR > Climate protection . All-electric future 71 SR . Climate protection . Climate-protection goal: Net carbon-neutrality
:selected: :selected:",,
,,"71 SR . Climate protection . Sustainable transformation at the suppliers
:selected:",,
,,"71 SR . Climate protection . Environmental and energy management systems
:selected:",,
,,"71 SR . Climate protection . Net carbon-neutrality in production
:selected:",,
,,"71 SR . Resource conservation . Group-wide resource management
:selected:",,
,,"7 SR . People . The personnel strategy of the
:selected:",,
,,Mercedes-Benz Group,,
,,"7 SR . People . Firmly establishing working and social standards
:selected:",,
,,"7 SR . People . Organisation and agreements
:selected:",,
,,"7 SR . People . Diversity as a success factor
:selected:",,
,,"71SR . People . Strategic areas of action
:selected:",,
,,"71 SR . People . Management of diversity and inclusion at the Group
:selected:",,
,,"7SR . People . Requirements and policies 7 SR . Traffic safety . Materiality and goals
:selected: :selected:",,
,,"7SR . Human Rights . Obligation and mission 7SR . Human Rights . Principles
:selected: :selected:",,
,,"7 SR . Human Rights . Organisational embedding 71 SR . Corporate citizenship . Extensive commitment - from donations to corporate volunteering
:selected: :selected:",,
,,"DAR . Non-Financial Declaration
:selected:",,
