0,1,2
GRI STANDARD,DISCLOSURE,LOCATION
General disclosures,,
GRI 2: General Disclosures 2021,2-1 Organizational details,8.5
,2-2 Entities included in the organization's sustainability reporting,8.1
,"2-3 Reporting period, frequency and contact point",8.5
,2-4 Restatements of information,3.2.2 / 3.2.8 / 3.3.8
,2-5 External assurance,8.3
,"2-6 Activities, value chain, and other business relationships",1.1.1
,2-7 Employees,1.1.2 / 3.1.7 / 3.18
,2-8 Workers who are not employees,3.1.7 / 3.1.8
GRI 2: General Disclosures 2021,2-9 Governance structure and composition,1.3.2
,2-10 Nomination and selection of the highest governance body,1.3.2 / 5.1.4.1
,2-11 Chair of the highest governance body,1.3.2 and Corporate Governance section of the Annual Report 13
,2-12 Role of the highest governance body in overseeing the management of impacts,1.1.3
,2-13 Delegation of responsibility for managing impacts,1.3.3
,2-14 Role of the highest governance body in sustainability reporting,1.3.2
,2-15 Conflicts of interest,5.1 / 7.1.8.1
,2-16 Communication of critical concerns,7.2.7
,2-17 Collective knowledge of the highest governance body,5.1.4.1
,2-18 Evaluation of the performance of the highest governance body,5.1.4.2 / 5.1.4.3
,2-19 Remuneration policies,2.4.3 / 3.2.5 / 5.1.3 / 5.1.4.2 and Remuneration report section in the Annual Report :selected: 13
